#sentence	#label
The racial makeup of the county was 78.78% White, 11.16% Black or African American, 0.24% Native American, 6.45% Asian, 0.04% Pacific Islander, 1.34% from other races, and 1.99% from two or more races.	0
Companies with minor but notable market share	0
2009 : Le Turc de Savants des Rimes	0
In the televised documentary The Beatles Anthology, McCartney, Harrison, and Starr are shown relaxing on a blanket outside.	0
Instead borrowing new words from Sinhalese Vedda created combinations of words from a limited lexical stock.	0
During World War II, the very first bomb dropped on Berlin by the Allies, killed the only elephant in Berlin Zoo.	1
The name is said to have derived from an Asian word for “sour fruit”.	1
The 3 most common languages in the world are Mandarin Chinese, Spanish and English	1
Three Caretaker managers were installed for the remaining two games, reserve team manager Stuart Delaney, youth team coach David Hughes and former club captain Mike Jackson.	0
The selected certain stone was named as Bian stone.	0
They will also demonstrate an exceptional interest in birds, bird feathers and bird scent which is termed “birdiness”.	0
Herpetophobia is the fear of reptiles	1
When Snapchat launched in 2011, it was named Picaboo, but in 2012, it was renamed to Snapchat.	1
The original version of Scrabble, Lexico, did not have a board and was played with tiles only.	1
Years after the death of 15-year-old Nicole van den Hurk in Eindhoven, her stepbrother falsely confessed to killing her to get her body exhumed for DNA testing, thus leading to the arrest and prosecution of her attacker.	1
bar:1901 at:207 fontsize:XS text: 207 shift:(-8,5)	0
The film encompasses the theme of feminism, due to its complex female lead, that is still susceptible to flaws, such as love.	1
At birth, Einstein actually startled his mother as he had an abnormally big head; of course as time went on it shrank to a ‘normal’ size.	1
On February 23 in front of Myōkoku-ji Temple with witnesses from both countries present the samurai began to cut their stomachs open.	0
He served as Deputy Prosecutor of the International Criminal Tribunal for Rwanda from 1997 to 2002.	0
Dry ice transforms directly from being a solid to a gas	1
Plants: Many plants growing on the island have magical or medicinal properties, including soporifics, stimulants, and the hallucinogens that give the Dreaming City its name.	0
The cock flew away towards the village later named Cogolin after it; the dog headed towards the village later named in its honor Grimaud.	0
No correlation has been found between astrological sign and compatibility.	1
Lemon juice and hot water is good for a sore throat as it is anti-bacterial.	1
The origin of the guava is unknown, but unofficially the claim is made by Central America or Southern Mexico.	1
First official Xubuntu release - LTS	0
PewDiePie was once a member of the Machinima YouTube network, but felt neglected and had a lawyer free him from the contract holding him to them.	1
Estonian Super Cup runner-up (1): 2013	0
Conan O’Brien wrote some of the scripts for The Simpsons before he became known for the “Late Night with Conan O’Brien” show.	1
There were four series broadcast, each consisting of 8 episodes.	0
In 1992 he moved to Cannes before moving to Monaco in 1994.	0
impact on the ground, and their tracks may be virtually invisible on packed	0
Iceland consumes more Coca Cola than any other country	1
Of the built up area, housing and buildings made up 4.7% and transportation infrastructure made up 2.9%.	0
The Canadiens still had a good season, going 45-24-9, but lost in the first round of the playoffs to the New York Rangers in six games.	0
Later, more complex methods were used to allow multiple miners to work together and search larger amounts of gravel for gold.	0
Study for "Premonition of Civil War" (1935)	0
He dresses like Inspector Clouseau, drives a minivan that can be converted into a police vehicle resembling a cross between a Matra Murena and a Toyota Celica, and acts like Maxwell Smart, who was portrayed by Gadget's voice actor Don Adams.	0
Niger's crops failed to mature in the heat, and famine occurred.	0
None of the surviving Caesarean manuscripts is claimed to witness a pure type of text, as all appear to have been to some degree assimilated with readings from the Byzantine text-type.	0
and by blocking payment of her salary and expenses for her work in Kansas.	0
However, others argued that between them Poincaré and Lorentz had earlier published several of the core elements of Einstein's 1905 relativity paper, including a generalized relativity principle that was intended by Poincaré to apply to all physics.	0
In the Book of Malachi, Elijah's return is prophesied "before the coming of the great and terrible day of the Lord," making him a harbinger of the Messiah and the eschaton in various faiths that revere the Hebrew Bible.	0
The International Documentary Association nominated it for the Pare Lorentz Award.	0
A few days earlier, Abdul Hafiz Ghoga, vice president of the NTC, was surrounded and jostled by a group of university students in Benghazi, before being pulled to safety by supporters.	0
French fantastique writers of the 19th century were diversely influenced by the English Gothic novel writers, especially Ann Radcliffe, Matthew Gregory Lewis, Sheridan Le Fanu, and Charles Maturin, German author E. T. A. Hoffmann and composer Richard Wagner, American writer Edgar Allan Poe, British poets Lord Byron and Oscar Wilde.	0
His death was confirmed by Thin Lizzy's manager Adam Parsons.	0
Luke tries to incite the townsfolk to stop them, but most are apt to just let the Daltons have their way.	0
Agriades franklinii (Curtis, 1835) – High Mountain Blue	0
Shigeru Miyamoto, the creator of the game franchise, hated Donkey Kong Country so much that he publicly said “Donkey Kong Country proves that players will put up with mediocre gameplay as the art is good”.	1
John Major, with 185 votes, was only two votes short of an overall majority and Heseltine immediately and publicly conceded defeat announcing that he would vote for Major if the third ballot went ahead (it did not, as Douglas Hurd, who had finished a distant third, also conceded).	0
File:Ciudad Bolívar Cathedral.jpg | The seat of the Archdiocese of Ciudad Bolívar is Catedral de Santo Tomás.	0
About 18,390 cattle were registered in the US in 2015.	1
American college, Massachusetts Institute of Technology, deems certain students who take courses in Pistol Marksmanship, Archery, Sailing and Fencing as certified ‘Pirates’.	1
Pierre blackmails Rammaendelo into persuading his brother to perform the marriage by telling him that he has proof that Rammaendelo poisoned his wife.	0
Kuze Hirochika played an important role in the Bakumatsu period.	0
Aaron says that the biggest similarity between himself and his character, Jesse Pinkman, is that they both have a soft spot for kids.	1
Pearl the sea otter and Shellington's married sister who recently had a baby, first seen in the episode The Urchin Invasion.	0
This hovering capability has evolved only four times in nectar feeders: in hummingbirds, certain bats, hoverflies, and these sphingids (an example of convergent evolution).	0
Scientists believe that untidy and unmade beds are healthier for us than neat and made beds!	1
